"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Melania","Poland","Couple","6.7","Pleasant","6 May 2014","Located in the beautiful district, close to the subway.","","","Lokalizacja w pięknej dzielnicy, blisko metra.","","",
"Simon","Denmark","Couple","7.5","Good","24 April 2014","Close to Ku'damm and U-bahn, good price (offer via booking.com), very fast wifi, great room, there was a bath in our room, good restaurants nearby.","The staff could be more welcoming and happy. Our toilet also ran all the time, but we just closed the water at night - they could, however, have resolved it when they checked / prepared the room, but it was as such not a problem.","","Tæt på Ku'damm og U-bahn, god pris (tilbud via booking.com), meget hurtigt wifi, godt værelse, der var badekar på vores værelse, gode restauranter i nærheden.","Personalet kunne være mere imødekommende og glade. Vores WC løb også hele tiden, men vi lukkede bare for vandet om natten - de kunne dog godt have fixet det da de tjekkede/klargjorte værelset, men det var som sådan ikke et problem.","",
"Katharina","Switzerland","Solo traveller","9.2","Superb","2 April 2014","I was very content:
nice service, quiet, clean rooms, good location.","------","","Ich war rundum sehr zufrieden:
nette Bedienung, ruhiges, sauberes Zimmer, gute Lage.","------","",
"Harald","Austria","Couple","7.9","Good","6 March 2014","very central location and the price is right","","","sehr zentrale Lage und der preis ist in Ordnung","","",
"Michael","Germany","Couple","8.3","Very good","4 March 2014","The location is great, a short walk to Kurfürstendamm.
Actually quite quiet in general ..
Parking situation is not so good, but you can rent one of the few house own parking for 8 € a day to ensure the car is then also good!
Breakfast is plentiful.
Staff is also very nice!","In my opinion, the white decor not so advantageous ...","","Die Lage ist Top, ein kurzer Fußweg zum Kurfürstendamm.
Eigentlich ganz ruhig im Allgemeinen..
Parkplatzsituation nicht so gut, man kann aber einen der wenigen Hauseigenen Parkplätze für 8€ am Tag dazu mieten, dafür steht das Auto dann aber auch gut!
Frühstück ist reichhaltig.
Personal ist auch sehr nett!","Meiner Meinung nach ist die weiße Ausstattung nicht so von Vorteil...","",
"Vira","Ukraine","Solo traveller","4.2","Disappointing","24 February 2014","location","staff terrible, asked for an iron and ironing board, so I put up a
the Reception (lived 3rd floor) and refused to raise the room had
stroke right there. pretend they do not understand Russian. asked for coffee -
denied. I made it herself, but through me it felt.
I heard the staff discussing me and says, & quot; Schwein rusish & quot;
I was in shock","","расположение","персонал ужасный, попросила утюг и гладильную доску, так мне вынесли к
ресепшин (проживала 3й этаж) и отказались поднять в номер, пришлось
гладить прямо там. делают вид что не понимают русских. попросила кофе -
отказали. я сделала его себе сама, но в счет мне его посчитали.
услышала как персонал обсуждает меня и говорит "швайне русиш"
была в шоке","",
"Herve","France","Solo traveller","7.5","Good","12 February 2014","Good overall performance.
Welcome.","","","Bonne prestation globale.
Bon accueil.","","",
"Jurgen","Belgium","Solo traveller","7.5","Good","10 February 2014","Everything is there to have a good stay","","","Alles is aanwezig om een goed verblijf te hebben","","",
"Raúl","Spain","Solo traveller","6.7","Pleasant","10 February 2014","The room,","bath and some public areas, reception","","La habitación,","el baño y algunas zonas comunes, la recepción","",
"Olga","Russia","Group of friends","8.8","Fabulous","17 December 2013","Clean, comfortable, bus 109 from Tegel to stop Adenauerplats, then walk for three minutes. Very near Netto, Lidl, Kayzer'c. Features glasses, hair dryer, enough towels. Cleaning every day.","","","Чисто, уютно, автобус 109 от Тегеля до остановки Аденауэрплац, далее пешком минуты три. Совсем рядом Нетто, Лидл, Кайзер'c. В номере стаканы, фен, достаточно полотенец. Уборка каждый день.","","",
"Claude","France","Solo traveller","10","Exceptional","8 December 2013","The central location and the quality of the hotel","Nothing","","La position centrale et la qualité de l'hôtel","Rien","",
"Ján","Slovakia","Group of friends","7.9","Good","5 November 2013","Faulty toilet immediately resolved in exchange rooms.","velmi slaby signal WiFi","","Pokazenú toaletu ihned vyriesili vymenou izby.","velmi slaby signal WiFi","",
"Eric","Switzerland","Couple","7.9","Good","25 October 2013","Beautiful room for lunch. Cleanliness throughout the hotel.","","","Belle salle pour le déjeuner. La propreté partout dans l'Hôtel.","","",
"Mauricio","Brazil","Couple","7.9","Good","14 October 2013","The tranquility of the region. slightly away from the center but close to subway stations and bus stops with easy shifting. breakfast is also very good.","","","Da tranquilidade da região. um pouco afastado do centro, mas próximo às estações de metrô e pontos de ônibus, com fácil deslocamento. o café da manhã também é muito bom.","","",
"Rene","Netherlands","Couple","7.9","Good","1 October 2013","The beds were wonderful.","Cleaning. The toilet stank of urine.","","De bedden lagen heerlijk.","Schoonmaak. Het toilet stonk naar urine.","",
"Evert","Netherlands","Couple","7.9","Good","21 September 2013","Value for money. Everything was taken care of. Everything you needed was provided and of German quality.","Dated but look neat and tidy.","","Prijs kwaliteit verhouding. Alles was goed verzorgd. Alles wat je nodig had was aanwezig en van Duitse kwaliteit.","Gedateerde uitstraling maar wel netjes en verzorgd.","",
"Елена","Russia","Solo traveller","6.3","Pleasant","10 September 2013","Location","No insulation","","Местоположение","Отсутствует шумоизоляция","",
"Rebekka","Germany","Group of friends","6.7","Pleasant","9 September 2013","proximity to the center,
Room enough to stay","Rooms not too clean,
Buffet breakfast too expensive for what is offered","","die Nähe zum Zentrum,
Zimmer zum Übernachten ausreichend","Zimmer nicht allzu sauber,
Frühstücksbuffet zu teuer für das was angeboten wird","",
"Michael","Italy","Family","7.5","Good","19 August 2013","Parking available","","","parcheggio disponibile","","",
"Sergey","Russia","Solo traveller","7.5","Good","12 October 2014","","","","","","",
"Maria","Germany","Group of friends","8.3","Very good","6 October 2014","","","","","","",
"Angelika","Germany","Couple","7.9","Good","3 October 2014","","","","","","",
"Frank","Germany","Solo traveller","7.5","Good","2 October 2014","","","","","","",
"viajero_del_mundo","Germany","Solo traveller","7.1","Good","1 October 2014","","","","","","",
"Vitaly","Russia","Couple","7.9","Good","30 September 2014","","","","","","",
"Thomas","Germany","Group of friends","7.9","Good","21 September 2014","","","","","","",
"Huixuan","Germany","Group of friends","6.3","Pleasant","16 September 2014","","","","","","",
"Kaidi","Estonia","Family","7.9","Good","7 September 2014","","","","","","",
"Mandy","Germany","Group of friends","6.7","Pleasant","4 September 2014","","","","","","",
"Øjvind","Denmark","Couple","7.9","Good","3 September 2014","","","","","","",
"QWW","Germany","Family","7.5","Good","3 September 2014","","","","","","",
"Anna","Russia","Solo traveller","8.3","Very good","2 September 2014","","","","","","",
"Zhen","Germany","Couple","7.9","Good","1 September 2014","","","","","","",
"Maria","Spain","Group of friends","7.5","Good","31 August 2014","","","","","","",
"Natali","Belarus","Couple","6.7","Pleasant","29 August 2014","","","","","","",
"Enrico","Italy","Couple","7.5","Good","25 August 2014","","","","","","",
"Savino","Italy","Couple","7.1","Good","24 August 2014","","","","","","",
"Joachim","Germany","Solo traveller","8.8","ftanoota
taroda
ftärodeo
Stenoster
Starosta
Starootw
 1
Starosta","14 August 2014","","","","","","",
"Manuel","Germany","Couple","5.8","Okay","14 August 2014","","","","","","",
"Kirsten","Germany","Couple","7.1","Good","10 August 2014","","","","","","",
"Susanne","Germany","Solo traveller","9.5","tolles hotel","8 August 2014","","","","","","",
"Marina","Germany","Group of friends","7.5","Good","5 August 2014","","","","","","",
"Raffaella","Italy","Solo traveller","8.8","Fabulous","4 August 2014","","","","","","",
"Joanna","Poland","Group of friends","8.3","Very good","30 July 2014","","","","","","",
"Zlatka","Bulgaria","Couple","7.5","Good","29 July 2014","","","","","","",
"Dominique","France","Couple","6.7","Hôtel au calme très près du Kurfurstendamm et de la station de métro du Adenauerplatz","25 July 2014","","","","","","",
"Sören","Germany","Group of friends","5","Passable","22 July 2014","","","","","","",
"Christian","Germany","Solo traveller","7.9","Good","20 July 2014","","","","","","",
"Johan","Sweden","Solo traveller","7.1","Good","15 July 2014","","","","","","",
"Robin","Netherlands","Couple","6.7","Pleasant","8 July 2014","","","","","","",
"Yassin","Germany","Group of friends","6.5","Pleasant","29 June 2014","","","","","","",
"Sylwia","Poland","Couple","8.8","Fabulous","25 June 2014","","","","","","",
"Bert","Netherlands","Couple","7.9","Good","19 June 2014","","","","","","",
"Maria","Germany","Couple","7.5","Good","3 June 2014","","","","","","",
"Kerstin","Germany","Group of friends","7.9","Good","27 May 2014","","","","","","",
"Ana","Spain","Group of friends","8.8","Fabulous","27 May 2014","","","","","","",
"Peter","Germany","Couple","6.3","Pleasant","15 May 2014","","","","","","",
"Marco","Italy","Solo traveller","6.7","Pleasant","11 May 2014","","","","","","",
"Francesca","Italy","Couple","10","Exceptional","1 May 2014","","","","","","",
"Ivaylo","Bulgaria","Couple","6.7","Pleasant","29 April 2014","","","","","","",
"Eva","Germany","Couple","8.3","Very good","27 April 2014","","","","","","",
"Andrea","Germany","Family","8.5","Very good","25 March 2014","","","","","","",
"Andrea","Germany","Family","8.8","Fabulous","23 March 2014","","","","","","",
"Sergejs","Latvia","Solo traveller","5","Passable","6 March 2014","","","","","","",
"Javier","Spain","Solo traveller","6.3","Pleasant","9 February 2014","","","","","","",
"Christoph","Germany","Couple","7.5","Good","3 January 2014","","","","","","",
"Natalia","Russia","Couple","10","Exceptional","9 December 2013","","","","","","",
"Ksenia","Russia","Couple","8.8","Fabulous","24 October 2013","","","","","","",
"Alexey","Russia","Couple","7.9","Good","22 October 2013","","","","","","",
"Andrea","Germany","Solo traveller","9.2","Superb","18 October 2013","","","","","","",
"Anonymous","Germany","Couple","5.8","Okay","7 October 2014","Staff friendly;
Breakfast wide selection, good quality;","WiFi defective;
Price / performance, inter alia, e.g. Mini Parking € 16.00 per day;","","Personal freundlich;
Frühstück reichhaltige Auswahl, gute Qualität;","WLan defekt;
Preis / Leistung, u.a. z.B. Mini-Parkplatz €16,00 pro Tag;","",
"Anonymous","Germany","Solo traveller","7.9","Sehr gutes Preis-Leistungsverhältnis","23 September 2014","For the price it was a top accommodation.","","","Für den Preis war es eine Top Unterkunft.","","",
"Anonymous","Germany","Couple","9.6","Ein faires Hotel","20 September 2014","Location
Price / performance","Information transfer between layers are deficient","","Lage
Preis/Leistung","Informationsübertragung zwischen Schichten erfolgt mangelhaft","",
"Anonymous","Germany","Group of friends","7.1","Ganz zufrieden","19 September 2014","Location
Friendly staff
Comfortable beds","Cleanliness
Facility","","Lage
Freundliches Personal
Gemütliche Betten","Sauberkeit
Einrichtung","",
"Anonymous","Mexico","Solo traveller","7.1","Good","18 September 2014","Cleaning","The staff is not so friendly","","La limpieza","El personal no es tan amable","",
"Anonymous","France","Solo traveller","10","qualité d'Etablissement","12 September 2014","Nice home, exeptionnel beauty of the room, property and perfect health, harmony of colors, silence and greenery. Very well.","","","Accueil sympa, beauté exeptionnel de la chambre, propriété et soins parfaite, harmonie des couleurs,silence et verdure. Trés bien.","","",
"Anonymous","France","Solo traveller","6.7","Bien mais peux mieux faire","9 September 2014","Friendliness of staff
Free newspapers available","Quality of Wi-Fi
Age of the elevator
One ATM: drinks","","Amabilité du personnel
Journaux gratuits à disposition","Qualité du Wi-Fi
Vétusté de l'ascenseur
Un seul distributeur automatique : boissons","",
"Anonymous","Germany","Couple","3.8","Poor","28 August 2014","Comfortable beds
-wlan","Unhüfliches staff
-elevator Does not go to the top
-Enge Room
-Non Clean
-Hotel Very clairaudient
-Non Optimal location (Not on Kurfürstendamm but at Adenauer Platz)
-Ungewünschter Wake (8:30 was knocked and asked if the room is to be cleaned!)","","Bequeme Betten
-WLan","Unhüfliches Personal
-Aufzug fährt nicht nach ganz oben
-Enge Zimmer
-Nicht sauber
-Hotel sehr Hellhörig
-Nicht optimale Lage (Nicht am Kurfürstendamm sondern am Adenauerplatz)
-Ungewünschter Weckdienst (um 8:30 wurde geklopft und gefragt ob das Zimmer gereinigt werden soll!)","",
"Anonymous","Germany","Couple","3.8","unfreundliches, inkompetentes Personal","28 August 2014","The pictures on the internet","unsolide Wände, Personal","","Die Bilder im Internet","unsolide Wände, Personal,","",
"Anonymous","Germany","Family","9.2","sehr gutes zentral gelegenes Hotel","24 August 2014","The hotel is very centrally located. The staff was very friendly and helpful. The room is very quiet and the most important things were available. It was also very clean and well maintained with beautiful interiors.","It was missing to make tea for me a kettle to me. It was but otherwise nothing to complain about so I can not write one hundred sixty characters at this point.","","Das Hotel liegt sehr zentral. Das Personal war sehr freundlich und hilfsbereit. Das Zimmer ist sehr ruhig und die wichtigsten Dinge waren vorhanden. Es war auch sehr sauber und gepflegt mit schöner Inneneinrichtung.","Es fehlte für mich ein Wasserkocher um mir Tee zu kochen. Es war aber sonst nichts auszusetzen sodass ich keine einhundertsechzig Zeichen an dieser Stelle schreiben kann.","",
"Anonymous","Germany","Couple","4.2","Disappointing","12 August 2014","24h Service","Hair worn visibly under the covers, furniture, totally worn out mattresses, service personnel incapable (2 out of 3 days there was no small towels, to absolutely no one)","","24h Service","Haare unter der Bettdecke, Möbel sichtlich abgenutzt, Matratzen total durchgelegen, Servicepersonal unfähig (an 2 von 3 Tagen gabs keine kleinen Handtücher, an einem absolut keine)","",
"Anonymous","Netherlands","Couple","7.9","een prima betaalbaar Hotel dicht bij het centrum.","7 August 2014","Walking distance of downtown.
Quiet area. All features of Berlin's hand berijk, walk, bike or public transport.","The free Wifi often fell off when it was busier at the hotel.","","Loop afstand van centrum.
Rustig gelegen. Alle mogelijkheden van Berlijn binnen hand berijk, door loop, fiets of openbaar vervoer.","De gratis Wifi viel vaak uit als het drukker was in het hotel.","",
"Anonymous","Germany","Group of friends","7.9","lobenswert","5 August 2014","Size of the rooms, bathtub","Mold in the bathroom, no air conditioning","","Größe vom Zimmer, badewanne","Schimmel im Bad, keine Klimaanlage","",
"Anonymous","Spain","Couple","4.2","Manifiestamente mejorable","21 July 2014","Location.
Possibility of parking space for 8 € per day.
The attention of the staff at breakfast was excellent.","The bathroom was dirty when we got to the room.
In the 4 days we were not cleaned the room, just made the bed.
Breakfast very expensive for what is offered.
We arrived two hours later about expected and the room was not ready, so we had to wait in the lobby laden with luggage.","","La ubicación.
Posibilidad de plaza de garaje por 8€ al día.
La atención del personal en el desayuno fue excelente.","El cuarto de baño estaba sucio cuando llegamos a la habitación.
En los 4 días que estuvimos no limpiaron la habitación, sólo hicieron la cama.
Desayuno muy caro para lo que se ofrece.
Llegamos dos horas más tarde lo de previsto y la habitación no estaba preparada, por lo que tuvimos que esperar en el hall del hotel cargados de equipaje.","",
"Anonymous","Germany","Couple","7.9","Good","27 June 2014","Nice staff, good location, rooms perfectly fine","","","Nettes Personal, gute Lage, Zimmer vollkommen in Ordnung","","",
"Anonymous","Germany","Couple","5","Passable","21 June 2014","Quiet location, budget hotel","Bed full of strange hairs, stains on the bed sheets","","Ruhige Lage, günstiges Hotel","Bett voll mit fremden Haaren, Flecken auf dem Bettlaken","",
"Anonymous","Germany","Couple","8.3","Very good","17 June 2014","The good, simple, fast and friendly nature of the staff.
The easy access to public transport.","It could have been a little cleaner.","","Die gute, unkomplizierte, schnelle und freundliche Art der Mitarbeiter.
Die gute Anbindung an den öffentlichen Nahverkehr.","Es hätte ein wenig sauberer sein können.","",
"Anonymous","Germany","Couple","8.3","Very good","3 June 2014","Courtyard room was totally quiet, no traffic noise, never thought that it may be in the middle of Berlin so quiet.","","","Zimmer zum Innenhof war total leise, kein Verkehrslärm, hätte nie gedacht, dass es mitten in Berlin so ruhig sein kann.","","",
"Anonymous","Germany","Couple","7.5","Good","3 June 2014","The location, the breakfast, the service","The verrostete Badewanne","","Die Lage, das Frühstück, der Service","Die verrostete Badewanne","",
"Anonymous","Estonia","Group of friends","9.6","Exceptional","1 June 2014","Location super, near a lot of different small cozy eateries, close to the metro station.
Normal price.","","","Asukoht super, ümbruses palju erinevaid väikseid hubaseid söögikohti, metroopeatus lähedal.
Hind normaalne.","","",
"Anonymous","Germany","Solo traveller","6.3","Pleasant","6 May 2014","Bicycle Rental,
Luggage store
Door in the room that separates the sleeping area from the bathroom and entrance.","The duvet was too short.
No 2 m long.
The pillow was anything but a pillow. Steinhart and thick.
The bathroom looked dirty.
Mold in the shower.
Water stains on the tiles.
Shoehorn in the room would have been good. Available at Ikea for 1, - EUR.
A shoe cleaning machine in reception or on the floors would have been nice.
The elevator door on the 6th floor has popped loudly when shut.","","Fahrradverleih, 
Kofferaufbewahrung
Zwischentür im Zimmer, die den Schlafbereich vom Bad und Eingang trennt.","Die Bettdecke war zu kurz.
Keine 2 m lang.
Das Kopfkissen war alles, nur kein Kopfkissen. Steinhart und dick.
Das Bad wirkte schmutzig.
Schimmel in der Dusche.
Wasserflecken an den Kacheln.
Schuhanzieher auf dem Zimmer wäre gut gewesen. Gibt es bei Ikea für 1,- EUR.
Ein Schuhreinigungsautomat im Empfang oder auf den Etagen wäre schön gewesen.
Die Fahrstuhltür im 6. Stock hat laut geknallt beim schliessen.","",
"Anonymous","Germany","Couple","6.3","Pleasant","24 April 2014","Very good breakfast. Staff very friendly and helpful. Top location, metro just around the corner.","Cleanliness in the bathroom left much to be desired. Very sound proof room with connecting door to the next room.","","Sehr gutes Frühstück. Personal sehr freundlich und hilfsbereit. Lage top, U-Bahn gleich um die Ecke.","Sauberkeit im Bad ließ zu Wünschen übrig. Sehr hellhöriges Zimmer durch Zwischentür zum Nachbarzimmer.","",
"Anonymous","Russia","Solo traveller","9.6","Exceptional","4 April 2014","Very friendly staff. Clean and comfortable.","","","Очень доброжелательный персонал. Чисто и комфортно.","","",
"Anonymous","Germany","Couple","7.9","Good","1 January 2014","The rooms were nicer equipped than expected and very comfortable.","The shower had no curtain and thus the bathroom was flooded with every shower.","","Die Zimmer waren schöner ausgestattet als erwartet und sehr komfortabel.","Die Dusche hatte keinen Vorhang und somit wurde das Badezimmer bei jedem Duschen geflutet.","",
"Anonymous","Germany","Couple","5","Passable","8 December 2013","","Rooms need a renovation !!","","","Zimmer bräuchte eine Renovierung!!","",
"Anonymous","Belgium","Couple","7.9","Good","7 December 2013","The situation, the calm, the room at the bed and the size, excellent price / quality ratio","Breakfast a bit expensive for what is offered, the staff polite and decent but not as welcoming as Berliners in general ...","","La situation, le calme, la chambre au niveau des lits et de la grandeur, l'excellent rapport qualité/prix","Le petit déjeuner un peu cher pour ce qui est proposé, le personnel poli et correct mais pas aussi accueillant que les berlinois en général...","",
"Anonymous","Austria","Couple","7.9","Good","26 November 2013","Able immediate access to public transport Mittelen, breakfast was very rich","The cleanliness of the bathroom","","Lage, Unmittelbare Anbindung an den öffentlichen Verkehrsmittelen, Frühstück war sehr reichhaltig","Die Sauberkeit des Badezimmers","",
"Anonymous","Germany","Couple","7.1","Good","10 November 2013","The location near metro desk and Kuhdamm","The breakfast was not worth the money","","Die Lage nähe U- Bahnstion und Kuhdamm","Das Frühstück war sein Geld nicht wert","",
"Anonymous","Switzerland","Family","5.8","Okay","27 October 2013","Very quiet location
Cleanliness
Dining room for breakfast welcoming","Room dated bath, requires renovation","","Endroit très calme
Propreté
Salle à manger pour petit-déjeuner accueillante","Salle de bain vieillotte, nécessite une rénovation","",
"Anonymous","Denmark","Group of friends","6.3","Pleasant","19 October 2013","Reasonable for the price. Ok distance to the bus, S and U-bahn.","","","Fornuftigt til prisen. Ok afstand til bus, S og U-bahn.","","",
"Anonymous","Austria","Group of friends","8.3","Very good","4 October 2013","Great location.","","","Tolle Lage.","","",
"Anonymous","Germany","Couple","5","Passable","23 September 2013","","At check in you have to pay already. The elevator is too old not to work properly. Not all the rooms are clean, and that are too small.","","","Bei einchecken muss man schon bezahlen. Der Fahrstuhl ist zu alt funktioniert nicht richtig. Nicht alle Zimmer sind sauber, und die sind zu klein.","",
"Anonymous","Germany","Group of friends","7.9","Good","23 September 2013","nice rooms; top position","Breakfast costs too much","","schöne Zimmer; top Lage","Frühstück kostet zu viel","",
"Anonymous","Austria","Couple","3.8","Poor","16 September 2013","The proximity to Kudam,","The specified 3 * status can be surely meant as a joke. Value for money detto.","","Die nähe zum kudam,","Der angegebene 3* status kann doch wohl nur als scherz gedacht sein. Preis-leistungsverhältnis detto.","",
"Anonymous","Germany","Group of friends","5.8","Okay","16 September 2013","Quiet, central location.","Entrance a bit grubby
Parking not available because supposedly sold, though no cars were on it","","Ruhige, zentrale Lage.","Eingangsbereich etwas schmuddelig
Parkplatz nicht nutzbar weil angeblich ausgebucht, obwohl keine Autos darauf standen","",
"Anonymous","Netherlands","Family","7.9","Good","15 August 2013","Fairly centrally located.
The room was large and clean.
It is convenient that the car behind the hotel can stand.","","","Redelijk centraal gelegen.
De kamer was groot en schoon.
Het is handig dat de auto achter het hotel kan staan.","","",
"Anonymous","Italy","Group of friends","9.6","Exceptional","13 August 2013","The Hotel is really in a central location and is surrounded by bars, restaurants and negozi.Lo staff is friendly, the room cleanliness is ottima.La wi-fi is eccellente.I bathrooms and rooms in general are very large and spaziose.Ogni room has a television in the rooms is very grande.L'acqua drinking and in each room there are the phon.La U7 metro is very close and allows you to reach other areas of Berlin in a short time.","The WC is not the maximum, it is clear that is older and therefore less functional than the rest of the services and of the accessories that are in the room.","","L'Hotel è davvero in una posizione centrale ed è circondato da locali,ristoranti e negozi.Lo staff è gentilissimo,la pulizia delle camere è ottima.La connessione wi-fi è eccellente.I bagni e le stanze in generale sono molto ampie e spaziose.Ogni camera ha un televisore molto grande.L'acqua delle camere è potabile e in ogni stanza sono presenti i phon.La linea U7 della metro è vicinissima e consente di raggiungere le altre zone di Berlino in breve tempo.","Il WC non è il massimo,è evidente che è più vecchio e quindi meno funzionale rispetto al resto dei servizi e degli accessori che si trovano nella stanza.","",
"Anonymous","Israel","Couple","7.9","Good","24 June 2014","","","","","","",
"Anonymous","Switzerland","Couple","5.4","Passable","12 October 2014","","","","","","",
"Anonymous","Latvia","Solo traveller","7.5","Good","12 October 2014","","","","","","",
"Anonymous","Germany","Group of friends","7.1","Good","7 October 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.5","Good","19 September 2014","","","","","","",
"Anonymous","Germany","Group of friends","7.5","Good","17 September 2014","","","","","","",
"Anonymous","Germany","Group of friends","8.3","Very good","9 September 2014","","","","","","",
"Anonymous","Italy","Couple","7.9","Good","2 September 2014","","","","","","",
"Anonymous","Hungary","Solo traveller","8.3","Very good","1 September 2014","","","","","","",
"Anonymous","Germany","Couple","5","Passable","31 August 2014","","","","","","",
"Anonymous","Germany","Solo traveller","7.9","Good","31 August 2014","","","","","","",
"Anonymous","Germany","Group of friends","5","Passable","31 August 2014","","","","","","",
"Anonymous","Slovenia","Couple","6.3","Pleasant","31 August 2014","","","","","","",
"Anonymous","Germany","Group of friends","6.7","Pleasant","30 August 2014","","","","","","",
"Anonymous","Germany","Family","5.4","Passable","25 August 2014","","","","","","",
"Anonymous","Germany","","6.7","Pleasant","20 August 2014","","","","","","",
"Anonymous","Germany","","7.1","Good","19 August 2014","","","","","","",
"Anonymous","Germany","","7.1","Good","17 August 2014","","","","","","",
"Anonymous","Czech Republic","","9.2","Superb","15 August 2014","","","","","","",
"Anonymous","Italy","","5.8","Okay","14 August 2014","","","","","","",
"Anonymous","Germany","","7.5","Good","12 August 2014","","","","","","",
"Anonymous","Germany","","6.3","Pleasant","12 August 2014","","","","","","",
"Anonymous","Germany","","7.1","Good","12 August 2014","","","","","","",
"Anonymous","Poland","","7.5","Good","4 August 2014","","","","","","",
"Anonymous","Lithuania","","5.4","Passable","31 July 2014","","","","","","",
"Anonymous","Germany","","5","Passable","20 July 2014","","","","","","",
"Anonymous","Sweden","","4.2","Disappointing","18 July 2014","","","","","","",
"Anonymous","Germany","","6.7","Pleasant","8 July 2014","","","","","","",
"Anonymous","Germany","","7.1","Good","25 June 2014","","","","","","",
"Anonymous","Italy","","7.1","Good","25 June 2014","","","","","","",
"Anonymous","Germany","","8.8","Fabulous","25 June 2014","","","","","","",
"Anonymous","Austria","","5","Passable","15 June 2014","","","","","","",
"Anonymous","South Korea","","2.5","Very poor","7 June 2014","","","","","","",
"Anonymous","Germany","","6.7","Pleasant","1 June 2014","","","","","","",
"Anonymous","Netherlands","","7.9","Good","27 May 2014","","","","","","",
"Anonymous","Germany","","4.2","Disappointing","21 May 2014","","","","","","",
"Anonymous","Germany","","6.7","Pleasant","20 May 2014","","","","","","",
"Anonymous","Germany","","7","Good","18 May 2014","","","","","","",
"Anonymous","Netherlands","","7.1","Good","14 May 2014","","","","","","",
"Anonymous","Germany","","5","Passable","11 May 2014","","","","","","",
"Anonymous","Germany","","7.5","Good","10 May 2014","","","","","","",
"Anonymous","Germany","","7.9","Good","27 April 2014","","","","","","",
"Anonymous","France","","5.8","Okay","8 March 2014","","","","","","",
"Anonymous","Germany","","7.5","Good","4 March 2014","","","","","","",
"Anonymous","Germany","","6.3","Pleasant","10 February 2014","","","","","","",
"Anonymous","Denmark","","5.4","Passable","29 January 2014","","","","","","",
"Anonymous","Lithuania","","9.2","Superb","6 January 2014","","","","","","",
"Anonymous","Germany","","5","Passable","8 November 2013","","","","","","",
"Anonymous","Germany","","5.8","Okay","3 November 2013","","","","","","",
"Anonymous","Denmark","","6.3","Pleasant","18 October 2013","","","","","","",
"Anonymous","Germany","","8.8","Fabulous","10 October 2013","","","","","","",
"Anonymous","Brazil","","9.6","Exceptional","6 October 2013","","","","","","",
"Anonymous","Germany","","4.6","Disappointing","25 September 2013","","","","","","",
"Anonymous","Italy","","6.7","Pleasant","8 September 2013","","","","","","",
"Anonymous","Germany","","7.5","Good","19 August 2013","","","","","","",
